order_id,customer_id,gender,age,city,product,category,order_datequatity,,unitprice,total_amount
24,C0153,F,55,Edmonton,Keyboard,Electronics,2025-01-12,1,42.36,42.36
25,C1465,F,45,Edmonton,Camera,Electronics,2025-02-24,1,299.71,299.71
26,C0321,M,38,Vancouver,Lamp,Home,2025-08-18,1,42.46,42.46
27,C1100,F,64,Winnipeg,Mascara,Beauty,2025-05-02,1,18.4,18.4
28,C0380,F,27,Edmonton,Charger,Electronics,2025-08-21,1,18.77,18.77
29,C0763,F,45,Montreal,Camera,Electronics,2025-06-11,1,318.29,318.29
30,C0790,M,38,Montreal,Shampoo,Beauty,2025-03-23,2,12.44,24.88
31,C1462,M,45,Vancouver,Toaster,Home,2025-02-16,1,35.94,35.94
32,C0701,M,39,Winnipeg,Perfume,Beauty,2025-10-18,2,44.35,88.7
33,C1150,M,55,Toronto,Lotion,Beauty,2025-06-09,2,21.6,43.2
34,C0752,F,36,Halifax,Dress,Clothing,2025-06-28,2,60.23,120.46
35,C0941,F,55,Halifax,Jeans,Clothing,2025-07-27,1,55.06,55.06
36,C1224,M,63,Calgary,Jacket,Clothing,2025-02-09,1,82.12,82.12
37,C1249,F,41,Montreal,Headphones,Electronics,2025-08-02,1,75.91,75.91
38,C0581,M,45,Calgary,Mascara,Beauty,2025-06-03,3,16.84,50.52
39,C1216,M,62,Vancouver,Vacuum,Home,2025-10-20,3,150.85,452.55
40,C1270,F,30,Calgary,Keyboard,Electronics,2025-06-15,1,42.43,42.43
41,C0412,F,26,Halifax,Shampoo,Beauty,2025-09-29,1,11.32,11.32
42,C0556,M,26,Montreal,Headphones,Electronics,2025-01-24,1,70.38,70.38
43,C0621,F,38,Winnipeg,Mascara,Beauty,2025-04-25,1,17.07,17.07
44,C0349,M,41,Winnipeg,T-Shirt,Clothing,2025-09-17,1,21.04,21.04
45,C1114,F,48,Edmonton,Lotion,Beauty,2025-08-14,2,20.26,40.52
46,C0989,M,46,Toronto,Toaster,Home,2025-04-12,1,37.49,37.49
47,C1486,F,57,Montreal,Charger,Electronics,2025-05-11,2,21.58,43.16
48,C1316,M,27,Halifax,Headphones,Electronics,2025-09-21,3,72.08,216.24
49,C1315,M,21,Winnipeg,Mouse,Electronics,2025-01-12,2,26.13,52.26
50,C0369,M,20,Ottawa,Serum,Beauty,2025-06-30,1,38.37,38.37
51,C1288,F,30,Halifax,Jacket,Clothing,2025-06-10,1,87.92,87.92
52,C1296,M,38,Calgary,Kettle,Home,2025-04-24,1,28.83,28.83
53,C0069,M,25,Winnipeg,Sneakers,Clothing,2025-01-18,3,91.94,275.82
54,C0144,F,26,Calgary,T-Shirt,Clothing,2025-04-14,1,19.67,19.67
55,C0056,F,63,Calgary,Smartwatch,Electronics,2025-07-05,1,154.06,154.06
56,C1101,M,18,Vancouver,Hoodie,Clothing,2025-04-03,1,44,44
57,C0520,M,31,Vancouver,Mascara,Beauty,2025-10-28,1,17.77,17.77
58,C1334,F,29,Montreal,Shampoo,Beauty,2025-05-23,2,10.98,21.96
59,C0090,F,53,Halifax,Mascara,Beauty,2025-05-23,1,17.99,17.99
60,C0376,M,39,Toronto,Headphones,Electronics,2025-10-28,1,69.92,69.92
61,C0777,F,53,Ottawa,Smartwatch,Electronics,2025-04-10,1,162.83,162.83
62,C0998,M,62,Toronto,Lipstick,Beauty,2025-03-03,1,14.59,14.59
63,C1218,F,33,Edmonton,Jacket,Clothing,2025-03-25,2,92.04,184.08
64,C0337,M,28,Toronto,Camera,Electronics,2025-10-03,1,344.21,344.21
65,C0506,M,20,Ottawa,Mouse,Electronics,2025-06-16,1,27.28,27.28
66,C0108,F,51,Vancouver,Keyboard,Electronics,2025-10-22,2,40.67,81.34
67,C0607,F,42,Calgary,Lotion,Beauty,2025-05-09,2,18.17,36.34
68,C0511,F,43,Winnipeg,Hoodie,Clothing,2025-03-08,1,49.22,49.22
69,C0321,M,20,Halifax,Mascara,Beauty,2025-02-16,1,18.74,18.74
70,C1500,F,37,Vancouver,Jacket,Clothing,2025-05-28,1,87.05,87.05
71,C0286,F,48,Calgary,Vacuum,Home,2025-09-07,1,139.41,139.41
72,C0815,F,18,Winnipeg,Lotion,Beauty,2025-05-17,1,18.57,18.57
73,C1375,F,43,Calgary,Serum,Beauty,2025-04-05,1,35.47,35.47
74,C0856,M,42,Vancouver,T-Shirt,Clothing,2025-08-26,5,18.18,90.9
75,C1269,M,28,Toronto,Air Fryer,Home,2025-10-11,1,118.85,118.85
76,C0587,F,33,Calgary,Vacuum,Home,2025-02-04,2,151.22,302.44
77,C0362,M,37,Vancouver,Kettle,Home,2025-10-23,2,29.12,58.24
78,C1360,F,59,Toronto,Mascara,Beauty,2025-09-15,5,19.18,95.9
79,C0222,M,55,Ottawa,Charger,Electronics,2025-09-27,1,21.17,21.17
80,C0716,F,19,Calgary,Serum,Beauty,2025-02-16,3,40.91,122.73
81,C0438,M,46,Toronto,Dress,Clothing,2025-04-04,4,65.61,262.44
82,C1007,F,24,Calgary,Toaster,Home,2025-07-01,1,34.57,34.57
83,C0573,M,57,Winnipeg,Mouse,Electronics,2025-07-09,1,27.25,27.25
84,C0448,F,62,Edmonton,Mascara,Beauty,2025-02-20,1,18.8,18.8
85,C1286,F,42,Toronto,Camera,Electronics,2025-07-25,2,292.52,585.04
86,C0301,M,21,Ottawa,Camera,Electronics,2025-10-31,1,331.63,331.63
87,C0973,F,60,Calgary,Toaster,Home,2025-05-05,1,36.31,36.31
88,C0549,M,51,Winnipeg,Kettle,Home,2025-07-31,2,30.27,60.54
89,C0995,M,42,Vancouver,T-Shirt,Clothing,2025-09-23,1,19.49,19.49
90,C1004,F,25,Edmonton,Charger,Electronics,2025-05-15,2,20.34,40.68
91,C1258,F,49,Edmonton,Lipstick,Beauty,2025-09-30,1,13.54,13.54
92,C1225,F,35,Edmonton,Toaster,Home,2025-10-05,2,33.82,67.64
93,C1425,M,57,Toronto,Vacuum,Home,2025-10-27,1,136.87,136.87
94,C0614,M,28,Ottawa,Charger,Electronics,2025-09-24,1,20.09,20.09
95,C1134,M,54,Calgary,Toaster,Home,2025-10-25,2,37.22,74.44
96,C0562,M,56,Halifax,Keyboard,Electronics,2025-10-06,1,37.65,37.65
97,C0508,F,53,Ottawa,Charger,Electronics,2025-08-02,1,20.11,20.11
98,C0891,M,27,Ottawa,Charger,Electronics,2025-03-03,3,18.82,56.46
99,C0839,M,23,Winnipeg,Shampoo,Beauty,2025-02-23,1,11.09,11.09
100,C0799,F,62,Calgary,Serum,Beauty,2025-04-22,2,38.08,76.16
101,C0883,F,33,Calgary,Mascara,Beauty,2025-09-26,1,16.48,16.48
102,C0816,F,42,Toronto,Vacuum,Home,2025-04-17,1,152.62,152.62
103,C1235,M,51,Halifax,Mouse,Electronics,2025-10-10,1,22.66,22.66
104,C0499,F,48,Winnipeg,Keyboard,Electronics,2025-06-17,5,36.85,184.25
105,C1213,F,64,Edmonton,Jacket,Clothing,2025-03-15,1,90.9,90.9
106,C1209,M,25,Vancouver,Mascara,Beauty,2025-08-24,3,18.33,54.99
107,C1337,F,34,Edmonton,Charger,Electronics,2025-04-02,5,18.12,90.6
108,C0454,F,31,Edmonton,Toaster,Home,2025-03-26,1,35.51,35.51
109,C0985,M,47,Halifax,Shampoo,Beauty,2025-03-16,2,12.81,25.62
110,C0249,F,35,Winnipeg,Shampoo,Beauty,2025-03-25,2,12.53,25.06
111,C0659,M,63,Ottawa,Camera,Electronics,2025-09-02,1,296.4,296.4
112,C0783,M,53,Edmonton,Serum,Beauty,2025-08-16,1,38.7,38.7
113,C0675,F,38,Calgary,Hoodie,Clothing,2025-03-24,1,46.55,46.55
114,C0689,F,48,Ottawa,Jacket,Clothing,2025-01-15,2,81.67,163.34
115,C0230,F,50,Winnipeg,Vacuum,Home,2025-10-28,2,160.66,321.32
116,C0224,F,40,Edmonton,Jeans,Clothing,2025-06-30,1,59.47,59.47
117,C0054,F,55,Toronto,Jacket,Clothing,2025-09-20,1,96.31,96.31
118,C1060,M,22,Halifax,Lotion,Beauty,2025-03-19,3,21.3,63.9
119,C0700,F,32,Toronto,T-Shirt,Clothing,2025-08-17,1,20.98,20.98
120,C0482,M,47,Halifax,Mouse,Electronics,2025-08-21,2,25.67,51.34
121,C0586,F,33,Halifax,Jeans,Clothing,2025-01-30,1,56.96,56.96
122,C1324,M,57,Halifax,T-Shirt,Clothing,2025-06-04,2,21.23,42.46
123,C0289,M,46,Toronto,Smartwatch,Electronics,2025-07-04,3,165.2,495.6
124,C1452,M,45,Halifax,Shampoo,Beauty,2025-09-12,1,11.59,11.59
125,C0311,F,23,Vancouver,Shampoo,Beauty,2025-06-18,1,11.7,11.7
126,C0458,M,22,Montreal,Camera,Electronics,2025-03-22,1,345.41,345.41
127,C0051,M,55,Montreal,Hoodie,Clothing,2025-10-13,1,40.65,40.65
128,C1123,M,42,Edmonton,Hoodie,Clothing,2025-07-29,1,46.79,46.79
129,C0342,F,45,Winnipeg,Lipstick,Beauty,2025-09-16,2,16.36,32.72
130,C0563,F,18,Montreal,Mouse,Electronics,2025-02-06,1,26.03,26.03
131,C0983,F,31,Vancouver,Smartwatch,Electronics,2025-10-13,1,175.81,175.81
132,C1409,F,36,Vancouver,Lotion,Beauty,2025-02-23,2,20.75,41.5
133,C0457,M,48,Halifax,Shampoo,Beauty,2025-07-31,2,10.88,21.76
134,C1328,M,32,Ottawa,Headphones,Electronics,2025-04-10,1,74.58,74.58
135,C0751,F,36,Ottawa,Dress,Clothing,2025-03-26,2,57.42,114.84
136,C0852,F,55,Toronto,Smartwatch,Electronics,2025-08-01,2,158.27,316.54
137,C0266,M,49,Vancouver,Smartwatch,Electronics,2025-09-21,1,153.99,153.99
138,C0026,M,48,Halifax,Blender,Home,2025-03-27,1,81.07,81.07
139,C1074,M,54,Edmonton,Keyboard,Electronics,2025-03-04,1,39.45,39.45
140,C0943,F,43,Montreal,Hoodie,Clothing,2025-07-11,2,43.91,87.82
141,C0641,F,65,Montreal,Dress,Clothing,2025-04-03,2,61.6,123.2
142,C0365,M,58,Halifax,Lipstick,Beauty,2025-09-10,2,15.94,31.88
143,C1169,M,42,Halifax,Mouse,Electronics,2025-05-18,1,23.99,23.99
144,C0145,F,64,Ottawa,Headphones,Electronics,2025-02-18,1,65.99,65.99
145,C0167,F,57,Toronto,Headphones,Electronics,2025-05-01,2,72.34,144.68
146,C1067,M,25,Toronto,Lipstick,Beauty,2025-02-08,1,15.51,15.51
147,C0972,F,21,Edmonton,Vacuum,Home,2025-02-03,1,162.03,162.03
148,C1039,F,48,Calgary,Headphones,Electronics,2025-09-23,1,63.22,63.22
149,C0129,F,49,Winnipeg,Perfume,Beauty,2025-01-09,2,48.18,96.36
150,C0058,F,51,Vancouver,Serum,Beauty,2025-07-07,1,38.16,38.16
151,C0054,M,65,Montreal,Jeans,Clothing,2025-04-06,1,56.33,56.33
152,C1248,M,20,Edmonton,Mascara,Beauty,2025-05-13,2,16.53,33.06
153,C0133,F,58,Montreal,Lipstick,Beauty,2025-06-12,2,14.8,29.6
154,C1267,F,43,Ottawa,Camera,Electronics,2025-05-19,2,302.55,605.1
155,C0210,M,21,Ottawa,Hoodie,Clothing,2025-10-25,2,42.79,85.58
156,C0242,F,19,Vancouver,Serum,Beauty,2025-03-21,1,38.03,38.03
157,C0383,F,36,Edmonton,Lamp,Home,2025-04-01,1,42.5,42.5
158,C1234,M,40,Winnipeg,Vacuum,Home,2025-09-13,2,157.31,314.62
159,C0215,M,42,Halifax,Lipstick,Beauty,2025-05-28,1,15.27,15.27
160,C1268,M,64,Edmonton,Kettle,Home,2025-06-28,2,28.22,56.44
161,C1095,F,24,Ottawa,Keyboard,Electronics,2025-09-14,2,39.42,78.84
162,C0814,F,25,Halifax,Toaster,Home,2025-08-06,1,38.31,38.31
163,C1114,F,20,Edmonton,Blender,Home,2025-09-24,1,86.02,86.02
164,C1473,M,40,Ottawa,Camera,Electronics,2025-03-20,1,304.25,304.25
165,C1180,F,64,Montreal,Lipstick,Beauty,2025-06-16,1,14.19,14.19
166,C1402,F,50,Halifax,Sneakers,Clothing,2025-04-14,1,86.89,86.89
167,C0084,F,65,Vancouver,Keyboard,Electronics,2025-10-31,3,40.18,120.54
168,C1449,M,45,Halifax,Shampoo,Beauty,2025-10-11,1,10.82,10.82
169,C0663,M,39,Montreal,Lotion,Beauty,2025-08-03,2,21.32,42.64
170,C0954,M,52,Halifax,Headphones,Electronics,2025-03-16,1,72.86,72.86
171,C0082,M,51,Montreal,Lamp,Home,2025-08-13,1,41.29,41.29
172,C0801,F,47,Ottawa,Perfume,Beauty,2025-10-19,1,41.12,41.12
173,C1210,F,64,Halifax,Headphones,Electronics,2025-03-11,2,68.07,136.14
174,C0089,M,53,Winnipeg,Perfume,Beauty,2025-07-09,1,48.92,48.92
175,C0160,M,31,Montreal,Lamp,Home,2025-04-16,1,42.9,42.9
176,C1008,M,26,Vancouver,Lotion,Beauty,2025-03-11,2,19.14,38.28
177,C0370,M,39,Ottawa,Air Fryer,Home,2025-01-10,1,102.46,102.46
178,C0562,M,45,Vancouver,Smartwatch,Electronics,2025-08-02,1,158.37,158.37
179,C0179,M,58,Halifax,Jacket,Clothing,2025-01-05,1,87.4,87.4
180,C0732,M,31,Toronto,Perfume,Beauty,2025-01-28,1,46.64,46.64
181,C1229,F,32,Vancouver,Headphones,Electronics,2025-08-29,1,76.53,76.53
182,C0515,F,54,Halifax,Shampoo,Beauty,2025-08-24,1,11.67,11.67
183,C0116,M,41,Vancouver,Jacket,Clothing,2025-04-02,1,82.12,82.12
184,C1371,F,51,Calgary,Sneakers,Clothing,2025-02-07,3,91.76,275.28
185,C0401,M,60,Winnipeg,Shampoo,Beauty,2025-08-07,3,10.89,32.67
186,C0299,F,62,Winnipeg,Toaster,Home,2025-06-01,2,38.17,76.34
187,C0669,F,61,Winnipeg,Hoodie,Clothing,2025-07-11,3,46.48,139.44
188,C0510,M,20,Edmonton,Camera,Electronics,2025-05-01,1,348.27,348.27
189,C1132,M,40,Halifax,Headphones,Electronics,2025-06-20,2,65.8,131.6
190,C0052,F,37,Edmonton,Serum,Beauty,2025-04-20,1,34.51,34.51
191,C1008,F,62,Vancouver,Perfume,Beauty,2025-05-24,2,44.89,89.78
192,C1377,F,32,Winnipeg,T-Shirt,Clothing,2025-03-07,1,19.8,19.8
193,C0540,F,60,Montreal,Dress,Clothing,2025-07-16,1,57.98,57.98
194,C0212,M,33,Montreal,Blender,Home,2025-02-15,2,92.78,185.56
195,C1133,F,24,Edmonton,Smartwatch,Electronics,2025-05-29,2,170.32,340.64
196,C0770,M,50,Ottawa,Smartwatch,Electronics,2025-03-01,2,165.17,330.34
197,C1394,F,36,Edmonton,Vacuum,Home,2025-05-18,1,139.89,139.89
198,C0732,M,35,Winnipeg,T-Shirt,Clothing,2025-03-31,1,20.94,20.94
199,C0529,M,58,Toronto,Hoodie,Clothing,2025-07-31,1,47.04,47.04
200,C1264,F,35,Ottawa,Vacuum,Home,2025-06-18,1,147.75,147.75
201,C0724,M,20,Vancouver,Lamp,Home,2025-04-23,1,43.4,43.4
202,C1426,F,20,Winnipeg,Perfume,Beauty,2025-03-07,1,42,42
203,C1013,F,53,Edmonton,Mascara,Beauty,2025-10-29,1,17.16,17.16
204,C0796,F,33,Winnipeg,Hoodie,Clothing,2025-04-28,1,41.07,41.07
205,C1204,F,60,Winnipeg,Air Fryer,Home,2025-08-13,2,116.5,233
206,C1296,F,40,Vancouver,Serum,Beauty,2025-05-31,3,38.93,116.79
207,C0929,M,40,Montreal,Mascara,Beauty,2025-06-16,1,17.33,17.33
208,C0085,M,32,Winnipeg,Air Fryer,Home,2025-04-05,1,102.6,102.6
209,C1325,M,26,Vancouver,Serum,Beauty,2025-09-17,1,34.51,34.51
210,C0421,F,57,Edmonton,Shampoo,Beauty,2025-09-16,1,11.2,11.2
211,C0210,M,55,Edmonton,Smartwatch,Electronics,2025-04-30,2,158.51,317.02
212,C1332,F,35,Edmonton,Toaster,Home,2025-03-15,2,33.23,66.46
213,C0062,M,55,Vancouver,Kettle,Home,2025-04-06,2,26.65,53.3
214,C0005,F,23,Montreal,Lipstick,Beauty,2025-10-19,1,16.13,16.13
215,C0496,F,61,Toronto,Vacuum,Home,2025-06-26,3,150.45,451.35
216,C1131,F,54,Vancouver,Serum,Beauty,2025-01-27,1,39.74,39.74
217,C1498,F,63,Calgary,Charger,Electronics,2025-07-30,1,18.14,18.14
218,C0731,F,23,Toronto,Toaster,Home,2025-09-14,1,34.06,34.06
219,C1411,F,38,Toronto,Air Fryer,Home,2025-07-24,2,109.54,219.08
220,C0179,F,47,Edmonton,Hoodie,Clothing,2025-03-07,1,42.18,42.18
221,C1090,F,45,Montreal,Vacuum,Home,2025-05-30,1,138.61,138.61
222,C0529,F,37,Halifax,Smartwatch,Electronics,2025-06-16,2,171.85,343.7
223,C1411,F,36,Ottawa,Mascara,Beauty,2025-08-08,1,19.58,19.58
224,C0387,F,31,Edmonton,Smartwatch,Electronics,2025-10-27,1,146.52,146.52
225,C0552,M,18,Edmonton,Shampoo,Beauty,2025-09-15,1,11.64,11.64
226,C0336,F,44,Vancouver,Lotion,Beauty,2025-07-22,1,21.83,21.83
227,C0588,M,49,Vancouver,T-Shirt,Clothing,2025-08-28,2,18.33,36.66
228,C0758,F,46,Ottawa,Headphones,Electronics,2025-08-17,1,72.01,72.01
229,C1075,M,48,Vancouver,T-Shirt,Clothing,2025-06-05,1,21.89,21.89
230,C0641,F,42,Calgary,Kettle,Home,2025-08-06,1,30.68,30.68
231,C0307,F,24,Ottawa,Vacuum,Home,2025-07-14,2,149.14,298.28
232,C1284,F,56,Montreal,Charger,Electronics,2025-09-27,1,18.65,18.65
233,C0721,F,63,Ottawa,Mouse,Electronics,2025-01-16,2,23.51,47.02
234,C0211,M,33,Toronto,Smartwatch,Electronics,2025-08-29,1,172.47,172.47
235,C1455,M,61,Montreal,Lotion,Beauty,2025-09-09,1,21.65,21.65
236,C0935,F,28,Toronto,Lamp,Home,2025-02-20,4,40.86,163.44
237,C0049,F,35,Montreal,Keyboard,Electronics,2025-01-28,1,42.13,42.13
238,C0441,F,61,Ottawa,Lipstick,Beauty,2025-02-22,1,15.72,15.72
239,C0246,M,59,Winnipeg,Vacuum,Home,2025-04-26,1,154.85,154.85
240,C0551,M,22,Toronto,Lipstick,Beauty,2025-01-09,1,15.98,15.98
241,C0452,M,19,Halifax,Jeans,Clothing,2025-01-11,1,57.04,57.04
242,C1169,F,27,Montreal,Hoodie,Clothing,2025-04-17,3,45.31,135.93
243,C0655,M,43,Winnipeg,T-Shirt,Clothing,2025-10-28,3,18.95,56.85
244,C0247,F,41,Vancouver,Mouse,Electronics,2025-09-15,1,26.22,26.22
245,C0361,M,43,Toronto,Lotion,Beauty,2025-07-01,1,19.89,19.89
246,C0668,F,33,Calgary,T-Shirt,Clothing,2025-06-19,2,19.18,38.36
247,C0016,F,42,Montreal,Headphones,Electronics,2025-05-19,1,74.23,74.23
248,C0390,M,55,Edmonton,Sneakers,Clothing,2025-10-12,1,88.34,88.34
249,C0348,F,23,Winnipeg,Hoodie,Clothing,2025-04-21,2,48.94,97.88
250,C0928,M,29,Halifax,Hoodie,Clothing,2025-04-02,2,41.99,83.98
251,C0281,F,26,Edmonton,Keyboard,Electronics,2025-08-08,2,41.19,82.38
252,C0145,M,59,Halifax,Charger,Electronics,2025-01-05,2,18.98,37.96
253,C0046,F,25,Edmonton,Jeans,Clothing,2025-01-20,4,59.44,237.76
254,C0463,M,48,Edmonton,Mouse,Electronics,2025-04-11,1,23,23
255,C0821,M,58,Vancouver,Lotion,Beauty,2025-10-22,3,20.62,61.86
256,C1394,F,49,Vancouver,Camera,Electronics,2025-06-06,1,338.63,338.63
257,C1331,F,24,Edmonton,Jeans,Clothing,2025-01-01,1,53.4,53.4
258,C1426,F,49,Edmonton,Kettle,Home,2025-07-31,1,30.54,30.54
259,C0494,M,59,Ottawa,Mouse,Electronics,2025-04-29,2,26.75,53.5
260,C1367,M,42,Winnipeg,Serum,Beauty,2025-09-17,1,36.44,36.44
261,C0133,F,50,Edmonton,Blender,Home,2025-06-24,2,76.63,153.26
262,C1342,F,45,Halifax,Hoodie,Clothing,2025-05-14,2,43.17,86.34
263,C0268,M,28,Edmonton,Serum,Beauty,2025-04-12,1,36.34,36.34
264,C0593,F,48,Ottawa,Keyboard,Electronics,2025-03-03,2,43.12,86.24
265,C0670,F,27,Winnipeg,Jacket,Clothing,2025-02-23,3,98.41,295.23
266,C0979,M,19,Edmonton,Vacuum,Home,2025-01-07,2,137.11,274.22
267,C0224,F,63,Edmonton,Blender,Home,2025-01-03,1,84.51,84.51
268,C0912,F,61,Toronto,Blender,Home,2025-05-29,3,85.82,257.46
269,C0002,M,21,Toronto,Charger,Electronics,2025-10-15,2,18.37,36.74
270,C0972,F,39,Halifax,Mouse,Electronics,2025-01-12,1,24.39,24.39
271,C0637,M,62,Halifax,Sneakers,Clothing,2025-04-14,1,81.89,81.89
272,C1265,F,45,Calgary,T-Shirt,Clothing,2025-04-21,1,20.14,20.14
273,C0117,F,27,Vancouver,Dress,Clothing,2025-09-20,3,61.93,185.79
274,C0437,M,19,Montreal,Jeans,Clothing,2025-06-22,1,57.24,57.24
275,C0311,F,48,Calgary,Smartwatch,Electronics,2025-04-05,1,148.38,148.38
276,C1240,F,59,Halifax,Charger,Electronics,2025-07-22,3,21.25,63.75
277,C1013,M,40,Halifax,Kettle,Home,2025-02-14,1,29,29
278,C0217,F,33,Winnipeg,Vacuum,Home,2025-02-03,3,161.67,485.01
279,C0571,F,26,Edmonton,Air Fryer,Home,2025-07-30,1,108.89,108.89
280,C0345,F,60,Winnipeg,Air Fryer,Home,2025-08-13,1,118.67,118.67
281,C0078,F,23,Calgary,Sneakers,Clothing,2025-09-21,1,91.22,91.22
282,C1143,F,42,Winnipeg,Keyboard,Electronics,2025-10-28,3,39.51,118.53
283,C1454,M,21,Calgary,Keyboard,Electronics,2025-08-14,2,39.05,78.1
284,C1343,M,65,Winnipeg,Lotion,Beauty,2025-04-14,3,21.73,65.19
285,C1231,F,29,Edmonton,Mouse,Electronics,2025-08-09,2,26.08,52.16
286,C1346,F,41,Montreal,Lotion,Beauty,2025-10-28,1,21.71,21.71
287,C0597,M,44,Winnipeg,Keyboard,Electronics,2025-05-03,1,42.38,42.38
288,C1028,F,65,Halifax,Keyboard,Electronics,2025-08-10,1,40.87,40.87
289,C0669,M,20,Edmonton,Smartwatch,Electronics,2025-02-12,2,147.71,295.42
290,C1201,F,29,Calgary,Keyboard,Electronics,2025-07-29,3,38.33,114.99
291,C1373,F,64,Ottawa,Perfume,Beauty,2025-01-11,1,49.22,49.22
292,C0899,M,47,Ottawa,Mascara,Beauty,2025-08-04,2,17.35,34.7
293,C0310,M,29,Ottawa,Dress,Clothing,2025-06-13,4,55.12,220.48
294,C1104,F,58,Calgary,Headphones,Electronics,2025-08-13,1,72.91,72.91
295,C0044,F,59,Calgary,Lotion,Beauty,2025-08-13,3,20.94,62.82
296,C0916,F,57,Vancouver,Charger,Electronics,2025-09-03,1,19.14,19.14
297,C0453,M,62,Winnipeg,Air Fryer,Home,2025-05-26,2,105.55,211.1
298,C1008,F,39,Toronto,Serum,Beauty,2025-07-10,1,37.76,37.76
299,C0730,F,32,Vancouver,Blender,Home,2025-09-18,1,76.87,76.87
300,C1223,F,45,Edmonton,Shampoo,Beauty,2025-10-14,1,12.69,12.69
301,C1232,F,34,Ottawa,Perfume,Beauty,2025-01-16,4,43.35,173.4
302,C0194,M,61,Winnipeg,Camera,Electronics,2025-07-13,2,342.64,685.28
303,C1036,M,65,Toronto,Charger,Electronics,2025-01-09,1,21.21,21.21
304,C0954,M,42,Halifax,Lamp,Home,2025-01-02,5,41.29,206.45
305,C0717,M,60,Vancouver,Air Fryer,Home,2025-10-20,2,106.15,212.3
306,C1413,M,62,Montreal,Hoodie,Clothing,2025-03-25,3,45.15,135.45
307,C1150,M,20,Montreal,Charger,Electronics,2025-07-28,1,19.78,19.78
308,C0348,M,53,Montreal,Charger,Electronics,2025-02-27,1,19.36,19.36
309,C1096,F,48,Ottawa,Vacuum,Home,2025-04-16,2,160.44,320.88
310,C0440,F,32,Toronto,Lipstick,Beauty,2025-05-16,1,14.95,14.95
311,C0732,F,63,Ottawa,Charger,Electronics,2025-03-18,1,21.33,21.33
312,C0302,F,45,Winnipeg,Perfume,Beauty,2025-07-29,1,41.45,41.45
313,C0349,M,60,Montreal,Perfume,Beauty,2025-08-20,1,41.77,41.77
314,C0121,M,48,Calgary,Jacket,Clothing,2025-05-05,1,98.59,98.59
315,C0786,M,62,Ottawa,Sneakers,Clothing,2025-06-29,4,86.49,345.96
316,C1324,F,37,Toronto,Air Fryer,Home,2025-10-17,1,110.21,110.21
317,C0555,M,62,Ottawa,Charger,Electronics,2025-08-02,1,20.09,20.09
318,C0208,F,38,Toronto,Shampoo,Beauty,2025-04-07,1,11.32,11.32
319,C0474,M,44,Edmonton,Mascara,Beauty,2025-09-06,2,18.79,37.58
320,C0214,M,36,Calgary,Mascara,Beauty,2025-08-09,2,16.51,33.02
321,C1359,F,53,Vancouver,Mouse,Electronics,2025-01-13,2,25.37,50.74
322,C0077,M,29,Toronto,Blender,Home,2025-04-01,1,86.2,86.2
323,C1174,M,52,Toronto,Blender,Home,2025-07-12,1,92.04,92.04
324,C0252,F,65,Halifax,Lotion,Beauty,2025-07-18,2,20.1,40.2
325,C0572,F,50,Montreal,Jeans,Clothing,2025-09-17,3,51.01,153.03
326,C0213,M,53,Halifax,Air Fryer,Home,2025-03-05,2,111.6,223.2
327,C0498,F,58,Winnipeg,Headphones,Electronics,2025-08-20,1,64.28,64.28
